Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysMoreThanAmountOfObjects,Magic Number,The method contains a magic number: 2,68
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysMoreThanAmountOfObjects,Magic Number,The method contains a magic number: 3,68
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsNegative,Magic Number,The method contains a magic number: 2,88
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsNegative,Magic Number,The method contains a magic number: 1000,88
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1PaginationIT,shouldTruncateAndReturnNextMarker,Long Statement,The length of the statement "final ListObjectsRequest continueRequest=new ListObjectsRequest().withBucketName(bucketName).withMarker(objectListing.getNextMarker());" is 135.,39
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldPassUserMetadataWithMultipartUploads,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME`objectMetadata));" is 180.,64
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldPassUserMetadataWithMultipartUploads,Long Statement,The length of the statement "final UploadPartResult uploadPartResult=s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(1).withPartSize(uploadFile.length()).withLastPart(true));" is 328.,64
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldPassUserMetadataWithMultipartUploads,Long Statement,The length of the statement "s3Client.completeMultipartUpload(new CompleteMultipartUploadRequest(initiateMultipartUploadResult.getBucketName()`initiateMultipartUploadResult.getKey()`initiateMultipartUploadResult.getUploadId()`partETags));" is 209.,64
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldPassUserMetadataWithMultipartUploads,Long Statement,The length of the statement "final ObjectMetadata metadataExisting=s3Client.getObjectMetadata(initiateMultipartUploadResult.getBucketName()`initiateMultipartUploadResult.getKey());" is 151.,64
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldPassUserMetadataWithMultipartUploads,Long Statement,The length of the statement "assertThat("User metadata should be identical!"`metadataExisting.getUserMetadata()`is(equalTo(objectMetadata.getUserMetadata())));" is 130.,64
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldInitiateMultipartAndRetrieveParts,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME`objectMetadata));" is 180.,106
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldInitiateMultipartAndRetrieveParts,Long Statement,The length of the statement "s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(1).withPartSize(uploadFile.length()).withLastPart(true));" is 288.,106
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploads,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(empty()));" is 122.,147
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploads,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,147
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(empty()));" is 122.,192
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,192
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(not(empty())));" is 127.,192
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(empty()));" is 122.,192
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(empty()));" is 122.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`key));" is 152.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "PartETag partETag1=s3Client.uploadPart(getUploadPartRequest(key`uploadId).withPartNumber(1).withPartSize(randomBytes1.length).withInputStream(new ByteArrayInputStream(randomBytes1))).getPartETag();" is 197.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "PartETag partETag2=s3Client.uploadPart(getUploadPartRequest(key`uploadId).withPartNumber(2).withPartSize(randomBytes2.length).withInputStream(new ByteArrayInputStream(randomBytes2))).getPartETag();" is 197.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "PartETag partETag3=s3Client.uploadPart(getUploadPartRequest(key`uploadId).withPartNumber(3).withPartSize(randomBytes3.length).withInputStream(new ByteArrayInputStream(randomBytes3))).getPartETag();" is 197.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "final CompleteMultipartUploadResult result=s3Client.completeMultipartUpload(new CompleteMultipartUploadRequest(BUCKET_NAME`key`uploadId`parts));" is 144.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "assertThat("Content length doesn't match"`object.getObjectMetadata().getContentLength()`is((long)randomBytes1.length + randomBytes3.length));" is 141.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Long Statement,The length of the statement "assertThat("Object contents doesn't match"`readStreamIntoByteArray(object.getObjectContent())`is(concatByteArrays(randomBytes1`randomBytes3)));" is 143.,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Magic Number,The method contains a magic number: 2,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Magic Number,The method contains a magic number: 3,216
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,createRandomBytes,Magic Number,The method contains a magic number: 5,301
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,createRandomBytes,Magic Number,The method contains a magic number: 1024,301
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,createRandomBytes,Magic Number,The method contains a magic number: 1024,301
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,createRandomBytes,Magic Number,The method contains a magic number: 1024,301
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,createRandomBytes,Magic Number,The method contains a magic number: 1024,301
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,batchDeleteUsesApplicationXmlContentType,Long Statement,The length of the statement "postObject.setEntity(new StringEntity("<?xml version=\"1.0\" encoding=\"UTF-8\"?><Delete>" + "<Object><Key>myFile-1</Key></Object>" + "<Object><Key>myFile-2</Key></Object>"+ "</Delete>"`(ContentType)null));" is 206.,127
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(targetBucket.getName()`UPLOAD_FILE_NAME));" is 176.,140
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Long Statement,The length of the statement "final UploadPartResult uploadPartResult=s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(1).withPartSize(uploadFile.length()).withLastPart(true));" is 328.,140
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Long Statement,The length of the statement "final HttpPost postObject=new HttpPost(SLASH + targetBucket.getName() + SLASH+ UPLOAD_FILE_NAME+ "?uploadId="+ uploadId);" is 121.,140
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Long Statement,The length of the statement "postObject.setEntity(new StringEntity("<?xml version=\"1.0\" encoding=\"UTF-8\"?>" + "<CompleteMultipartUpload xmlns=\"http://s3.amazonaws.com/doc/2006-03-01/\">" + "<Part>"+ "<ETag>" + uploadPartResult.getPartETag().getETag() + "</ETag>"+ "<PartNumber>1</PartNumber>"+ "</Part>"+ "</CompleteMultipartUpload>"`(ContentType)null));" is 330.,140
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,putObjectWithSpecialCharactersInTheName,Long Statement,The length of the statement "final String fileNameWithSpecialCharacters="file=name$Dollar;Semicolon" + "&Ampersand@At:Colon Space`Comma?Questionmark";" is 121.,174
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,putObjectWithSpecialCharactersInTheName,Long Statement,The length of the statement "final HttpPut putObject=new HttpPut(SLASH + targetBucket.getName() + SLASH+ UrlEncoded.encodeString(fileNameWithSpecialCharacters));" is 132.,174
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,putObjectWithSpecialCharactersInTheName,Long Statement,The length of the statement "assertThat(s3Client.listObjects(targetBucket.getName()).getObjectSummaries().get(0).getKey()`is(fileNameWithSpecialCharacters));" is 128.,174
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,batchDeleteObjects,Long Statement,The length of the statement "postObject.setEntity(new StringEntity("<?xml version=\"1.0\" " + "encoding=\"UTF-8\"?><Delete><Object><Key>myFile-1</Key></Object><Object><Key>myFile-2" + "</Key></Object></Delete>"`(ContentType)null));" is 202.,206
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,defaultTestAmazonS3ClientBuilder,Long Statement,The length of the statement "return AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(new BasicAWSCredentials("foo"`"bar"))).withClientConfiguration(ignoringInvalidSslCertificates(new ClientConfiguration())).withEndpointConfiguration(new AwsClientBuilder.EndpointConfiguration(getServiceEndpoint()`"us-east-1")).enablePathStyleAccess();" is 339.,94
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,createS3ClientV2,Long Statement,The length of the statement "return S3Client.builder().region(Region.of("us-east-1")).credentialsProvider(StaticCredentialsProvider.create(AwsBasicCredentials.create("foo"`"bar"))).endpointOverride(URI.create(getServiceEndpoint())).httpClient(UrlConnectionHttpClient.builder().buildWithDefaults(AttributeMap.builder().put(TRUST_ALL_CERTIFICATES`Boolean.TRUE).build())).build();" is 348.,107
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,cleanupFilestore,Long Statement,The length of the statement "s3Client.listMultipartUploads(new ListMultipartUploadsRequest(bucket.getName())).getMultipartUploads().forEach(upload -> s3Client.abortMultipartUpload(new AbortMultipartUploadRequest(bucket.getName()`upload.getKey()`upload.getUploadId())));" is 240.,118
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,cleanupFilestore,Long Statement,The length of the statement "s3Client.listObjects(bucket.getName()).getObjectSummaries().forEach((object -> s3Client.deleteObject(bucket.getName()`object.getKey())));" is 137.,118
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,getPort,Magic Number,The method contains a magic number: 9191,140
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,getHttpPort,Magic Number,The method contains a magic number: 9090,144
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,ignoringInvalidSslCertificates,Long Statement,The length of the statement "clientConfiguration.getApacheHttpClientConfig().withSslSocketFactory(new SSLConnectionSocketFactory(createBlindlyTrustingSslContext()`NoopHostnameVerifier.INSTANCE));" is 166.,148
S3Mock,com.adobe.testing.s3mock.its,S3TestBase,createTransferManager,Long Statement,The length of the statement "return TransferManagerBuilder.standard().withS3Client(s3Client).withExecutorFactory(() -> Executors.newFixedThreadPool(THREAD_COUNT`threadFactory)).withMultipartUploadThreshold(multipartUploadThreshold).withMinimumUploadPartSize(multipartUploadPartSize).withMultipartCopyPartSize(multipartCopyPartSize).withMultipartCopyThreshold(multipartCopyThreshold).build();" is 362.,216
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,createS3ClientV2,Long Statement,The length of the statement "return S3Client.builder().region(Region.of("us-east-1")).credentialsProvider(StaticCredentialsProvider.create(AwsBasicCredentials.create("foo"`"bar"))).endpointOverride(URI.create(getServiceEndpoint())).httpClient(UrlConnectionHttpClient.builder().buildWithDefaults(AttributeMap.builder().put(TRUST_ALL_CERTIFICATES`Boolean.TRUE).build())).build();" is 348.,71
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,createS3Client,Long Statement,The length of the statement "return AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(credentials)).withClientConfiguration(configureClientToIgnoreInvalidSslCertificates(new ClientConfiguration())).withEndpointConfiguration(getEndpointConfiguration(region)).enablePathStyleAccess().build();" is 293.,99
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,configureClientToIgnoreInvalidSslCertificates,Long Statement,The length of the statement "clientConfiguration.getApacheHttpClientConfig().withSslSocketFactory(new SSLConnectionSocketFactory(createBlindlyTrustingSslContext()`NoopHostnameVerifier.INSTANCE));" is 166.,136
S3Mock,com.adobe.testing.s3mock.junit5,S3MockExtension,supportsParameter,Long Statement,The length of the statement "return paramHasType(parameterContext`S3MockApplication.class) || paramHasType(parameterContext`AmazonS3.class) || paramHasType(parameterContext`S3Client.class);" is 160.,93
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,connectWithCustomSSLContext,Long Statement,The length of the statement "AmazonS3 s3=AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(new BasicAWSCredentials("foo"`"bar"))).withClientConfiguration(createClientConfiguration(KEYSTORE_FILE_NAME)).withEndpointConfiguration(new AwsClientBuilder.EndpointConfiguration("https://localhost:" + s3mock.getPort()`"us-west-1")).enablePathStyleAccess().build();" is 359.,56
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,connectWithCustomSSLContext,Long Statement,The length of the statement "Assertions.assertFalse(s3.doesBucketExistV2(bucketName)`() -> "Bucket " + bucketName + " must not be present at the mock server");" is 130.,56
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,createClientConfiguration,Long Statement,The length of the statement "clientConfiguration.getApacheHttpClientConfig().setSslSocketFactory(new SSLConnectionSocketFactory(createSslContext(keystoreFileName)));" is 136.,85
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "s3Client.putObject(PutObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build()`RequestBody.fromFile(uploadFile));" is 134.,48
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final ResponseInputStream<GetObjectResponse> response=s3Client.getObject(GetObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build());" is 155.,48
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionProgrammaticTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "s3Client.putObject(PutObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build()`RequestBody.fromFile(uploadFile));" is 134.,51
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionProgrammaticTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final ResponseInputStream<GetObjectResponse> response=s3Client.getObject(GetObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build());" is 155.,51
